ResponseId,Age,Ethnicity,Honesty_YT_Aby_1,Trustworthy_YT_Aby_1,Informed_YT_Aby_1,Harm_YT_Aby,NicotineCool_YT_Aby_1,NicoAttra_YT_Aby_1,VapeFriends_YT_Aby,VapeMonths_YT_Aby,VapeInt_YT_Aby,Honesty_YT_Anna_1,Trustworthy_YT_Anna_1,Informed_YT_Anna_1,Harm_YT_Anna,NicotineCool_YT_Anna_1,NicoAttra_YT_Ann_1,VapeFriends_YT_Anna,VapeMonths_YT_Anna,VapeInt_YT_Anna,Honesty_YT_Cham_1,Trustworthy_YT_Cham_1,Informed_YT_Cham_1,Harm_YT_Cham,NicotineCool_YT_Cham_1,NicoAttra_YT_Cham_1,VapeFriends_YT_Cham,VapeMonths_YT_Cham,VapeInt_YT_Cham,Honesty_YT_Fab_1,Trustworthy_YT_Fab_1,Informed_YT_Fab_1,Harm_YT_Fab,NicotineCool_YT_Fab_1,NicoAttra_YT_Fab_1,VapeFriends_YT_Fab,VapeMonths_YT_Fab,VapeInt_YT_Fab,Honesty_YT_Mae_1,Trustworthy_YT_Mae_1,Informed_YT_Mae_1,Harm_YT_Mae,NicotineCool_YT_Mae_1,NicoAttra_YT_Mae_1,VapeFriends_YT_Mae,VapeMonths_YT_Mae,VapeInt_YT_Mae,Honesty_YT_Zanx_1,Trustworthy_YT_Zanx_1,Informed_YT_Zanx_1,Harm_YT_Zanx,NicotineCool_YT_Zanx_1,NicoAttra_YT_Zanx_1,VapeFriends_YT_Zanx,VapeMonths_YT_Zanx,VapeInt_YT_Zanx,Honesty_OT_Aby_1,Trustworthy_OT_Aby_1,Informed_OT_Aby_1,Harm_OT_Aby,NicotineCool_OT_Aby_1,NicoAttra_OT_Aby_1,VapeFriends_OT_Aby,VapeMonths_OT_Aby,VapeInt_OT_Aby,Honesty_OT_Anna_1,Trustworthy_OT_Anna_1,Informed_OT_Anna_1,Harm_OT_Anna,NicotineCool_OT_Anna_1,NicoAttra_OT_Anna_1,VapeFriends_OT_Anna,VapeMonths_OT_Anna,VapeInt_OT_Anna,Honesty_OT_Cham_1,Trustworthy_OT_Cham_1,Informed_OT_Cham_1,Harm_OT_Cham,NicotineCool_OT_Cham_1,NicoAttra_OT_Cham_1,VapeFriends_OT_Cham,VapeMonths_OT_Cham,VapeInt_OT_Cham,Honesty_OT_Fab_1,Trustworthy_OT_Fab_1,Informed_OT_Fab_1,Harm_OT_Fab,NicotineCool_OT_Fab_1,NicoAttra_OT_Fab_1,VapeFriends_OT_Fab,VapeMonths_OT_Fab,VapeInt_OT_Fab,Honesty_OT_Mae_1,Trustworthy_OT_Mae_1,Informed_OT_Mae_1,Harm_OT_Mae,NicotineCool_OT_Mae_1,NicoAttra_OT_Mae_1,VapeFriends_OT_Mae,VapeMonths_OT_Mae,VapeInt_OT_Mae,Honesty_OT_Zanx_1,Trustworthy_OT_Zanx_1,Informed_OT_Zanx_1,Harm_OT_Zanx,NicotineCool_OT_Zanx_1,NicoAttra_OT_Zanx_1,VapeFriends_OT_Zanx,VapeMonths_OT_Zanx,VapeInt_OT_Zanx,Honesty_YC_Aby_1,Trustworthy_YC_Aby_1,Informed_YC_Aby_1,Harm_YC_Aby,NicotineCool_YC_Aby_1,NicoAttra_YC_Aby_1,VapeFriends_YC_Aby,VapeMonths_YC_Aby,VapeInt_YC_Aby,Honesty_YC_Anna_1,Trustworthy_YC_Anna_1,Informed_YC_Anna_1,Harm_YC_Anna,NicotineCool_YC_Anna_1,NicoAttra_YC_Anna_1,VapeFriends_YC_Anna,VapeMonths_YC_Anna,VapeInt_YC_Anna,Honesty_YC_Cham_1,Trustworthy_YC_Cham_1,Informed_YC_Cham_1,Harm_YC_Cham,NicotineCool_YC_Cham_1,NicoAttra_YC_Cham_1,VapeFriends_YC_Cham,VapeMonths_YC_Cham,VapeInt_YC_Cham,Honesty_YC_Fab_1,Trustworthy_YC_Fab_1,Informed_YC_Fab_1,Harm_YC_Fab,NicotineCool_YC_Fab_1,NicoAttra_YC_Fab_1,VapeFriends_YC_Fab,VapeMonths_YC_Fab,VapeInt_YC_Fab,Honesty_YC_Mae_1,Trustworthy_YC_Mae_1,Informed_YC_Mae_1,Harm_YC_Mae,NicotineCool_YC_Mae_1,NicoAttra_YC_Mae_1,VapeFriends_YC_Mae,VapeMonths_YC_Mae,VapeInt_YC_Mae,Honesty_YC_Zanx_1,Trustworthy_YC_Zanx_1,Informed_YC_Zanx_1,Harm_YC_Zanx,NicotineCool_YC_Zanx_1,NicoAttra_YC_Zanx_1,VapeFriends_YC_Zanx,VapeMonths_YC_Zanx,VapeInt_YC_Zanx,Honesty_OC_Aby_1,Trustworthy_OC_Aby_1,Informed_OC_Aby_1,Harm_OC_Aby,NicotineCool_OC_Aby_1,NicoAttra_OC_Aby_1,VapeFriends_OC_Aby,VapeMonths_OC_Aby,VapeInt_OC_Aby,Honesty_OC_Anna_1,Trustworthy_OC_Anna_1,Informed_OC_Anna_1,Harm_OC_Anna,NicotineCool_OC_Anna_1,NicoAttra_OC_Anna_1,VapeFriends_OC_Anna,VapeMonths_OC_Anna,VapeInt_OC_Anna,Honesty_OC_Cham_1,Trustworthy_OC_Cham_1,Informed_OC_Cham_1,Harm_OC_Cham,NicotineCool_OC_Cham_1,NicoAttra_OC_Cham_1,VapeFriends_OC_Cham,VapeMonths_OC_Cham,VapeInt_OC_Cham,Q274_First.Click,Q274_Last.Click,Q274_Page.Submit,Q274_Click.Count,Honesty_OC_Fab_1,Trustworthy_OC_Fab_1,Informed_OC_Fab_1,Harm_OC_Fab,NicotineCool_OC_Fab_1,NicoAttra_OC_Fab_1,VapeFriends_OC_Fab,VapeMonths_OC_Fab,VapeInt_OC_Fab,Q285_First.Click,Q285_Last.Click,Q285_Page.Submit,Q285_Click.Count,Honesty_OC_Mae_1,Trustworthy_OC_Mae_1,Informed_OC_Mae_1,Harm_OC_Mae,NicotineCool_OC_Mae_1,NicoAttra_OC_Mae_1,VapeFriends_OC_Mae,VapeMonths_OC_Mae,VapeInt_OC_Mae,Honesty_OC_Zanx_1,Trustworthy_OC_Zanx_1,Informed_OC_Zanx_1,Harm_OC_Zanx,NicotineCool_OC_Zanx_1,NicoAttra_OC_Zanx_1,VapeFriends_OC_Zanx,VapeMonths_OC_Zanx,VapeInt_OC_Zanx,ControlQuestion_fitness,ControlQuestion_nofitness,ControlQuestionAge,Condition,white,asian,black,multi,other,sm_exposure,infl_expos,nic_30dayuse,ecig_30dayuse,harmvape_pretest,appeal_cool_pretest,suscept_pretest,sm_freq_use,sub_30dayuse,cigcan_30dayuse
R_7D5OEkBQ7QZWVB1,15,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,Somewhat harmful,NA,NA,Probably yes,Probably yes,Definitely yes,NA,NA,NA,Very harmful,NA,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,Very harmful,NA,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,Somewhat harmful,NA,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,Very harmful,NA,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,Somewhat harmful,NA,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,15,Young Control,0,0,1,0,0,1,0,1,1,3,3,1,NA,1,1
R_5ikEXqMcW80tpbX,15,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,Somewhat harmful,NA,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,Somewhat harmful,NA,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,Somewhat harmful,NA,NA,Probably yes,Probably yes,Probably yes,0,0,11.165,0,NA,NA,NA,Very harmful,NA,NA,Probably yes,Probably yes,Probably yes,0,0,10.95,0,NA,NA,NA,Somewhat harmful,6,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,Somewhat harmful,NA,NA,Probably yes,Probably yes,Definitely yes,,People vaping,15,Old Control,0,0,1,0,0,1,0,1,1,3,3,1,1,1,1
R_5DsXBxyHtMjuSfn,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,73,74,75,Somewhat harmful,5,5,Definitely yes,Definitely yes,Definitely yes,73,74,76,Somewhat harmful,5,5,Definitely yes,Definitely yes,Definitely yes,91,93,92,Somewhat harmful,6,6,Probably yes,Probably yes,Probably yes,93,90,92,Somewhat harmful,6,7,Probably yes,Probably yes,Probably yes,77,77,76,Somewhat harmful,5,6,Definitely yes,Definitely yes,Definitely yes,92,92,90,Somewhat harmful,6,6,Probably yes,Probably yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Old Treat,0,0,1,0,0,1,1,1,0,3,3,1,2,1,1
R_3810CyaTUh4J7tT,16,Yes,78,74,83,Somewhat harmful,5,5,Definitely yes,Definitely yes,Definitely yes,68,73,76,Somewhat harmful,5,5,Definitely yes,Definitely yes,Definitely yes,76,75,80,Somewhat harmful,5,5,Definitely yes,Definitely yes,Definitely yes,67,70,74,Somewhat harmful,5,5,Definitely yes,Definitely yes,Definitely yes,67,74,76,Somewhat harmful,5,5,Definitely yes,Definitely yes,Definitely yes,71,70,74,Somewhat harmful,6,6,Definitely yes,Definitely yes,Definitely yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Treat,0,0,1,0,0,1,1,1,1,4,4,1,2,1,1
R_334gUbZGB1HK4BV,14,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,Very harmful,NA,NA,Probably yes,Probably yes,Definitely yes,NA,NA,NA,Very harmful,NA,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,Very harmful,NA,NA,Probably yes,Probably yes,Probably yes,80,75,79,Very harmful,5,5,Probably yes,Probably yes,Probably yes,NA,NA,NA,Very harmful,NA,NA,Probably yes,Probably yes,Definitely yes,NA,NA,NA,Very harmful,NA,NA,Definitely yes,Probably yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,14,Old Treat,0,0,1,0,0,0,0,1,1,2,2,1,2,1,1
R_3MBQOOrwdfwkZIR,14,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,Somewhat harmful,NA,NA,Probably yes,Probably yes,Probably yes,78,74,70,Very harmful,5,5,Probably yes,Probably yes,Probably yes,NA,NA,NA,Very harmful,NA,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,Extremely harmful,NA,NA,Definitely yes,Definitely yes,Definitely yes,NA,NA,NA,Very harmful,NA,NA,Probably yes,Probably yes,Probably yes,NA,NA,NA,Somewhat harmful,NA,NA,Definitely yes,Definitely yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,14,Young Control,0,0,1,0,0,0,0,1,1,2,2,1,3,1,1
R_3FhZvpPtUTkXuNP,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,5,7,7,Extremely harmful,1,0,Definitely not,Definitely not,Definitely not,39,22,28,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,75,50,39,Extremely harmful,0,1,Definitely not,Definitely not,Definitely not,2.398,10.836,12.25,3,5,7,7,Extremely harmful,0,1,Definitely not,Definitely not,Definitely not,2.346,17.369,18.478,3,15,28,3,Extremely harmful,0,2,Definitely not,Definitely not,Definitely not,7,9,16,Extremely harmful,1,0,Definitely not,Definitely not,Definitely not,,People vaping,17,Old Control,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0
R_31hwFhUaU9fymJJ,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,19,38,29,Extremely harmful,1,1,Definitely not,Definitely not,Definitely not,30,19,23,Extremely harmful,1,2,Definitely not,Definitely not,Definitely not,11,14,15,Extremely harmful,1,1,Definitely not,Definitely not,Definitely not,1.216,10.16,12.742,2,16,16,17,Extremely harmful,1,0,Definitely not,Definitely not,Definitely not,1.747,16.763,20.109,2,30,8,9,Extremely harmful,0,1,Definitely not,Definitely not,Definitely not,18,15,NA,Extremely harmful,1,0,Definitely not,Definitely not,Definitely not,People vaping and exercising,People vaping,16,Old Control,1,0,0,0,0,1,0,0,0,2,2,1,1,0,0
R_3nV2YxUwgMNaAkI,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,17,13,71,Slightly harmful,7,0,Definitely yes,Probably yes,Definitely yes,NA,52,88,Slightly harmful,7,7,Definitely yes,Probably yes,Definitely yes,NA,NA,81,Slightly harmful,7,7,Definitely yes,Probably yes,Definitely yes,1.501,12.403,13.001,3,NA,NA,82,Slightly harmful,7,5,Definitely yes,Probably yes,Definitely yes,1.502,12.583,13.225,3,100,89,92,Slightly harmful,7,7,Definitely yes,Probably yes,Definitely yes,34,45,100,Slightly harmful,7,0,Definitely yes,Probably yes,Definitely yes,,People vaping,17,Old Control,0,0,0,1,0,0,1,0,0,4,4,1,1,0,0
R_5HvvFG2IM4fAPSA,17,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,48,55,20,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,53,52,24,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,55,58,27,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,45,54,33,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,53,54,10,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,47,50,36,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Control,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
R_6kLhlntdsAJYUxY,16,Yes,80,40,50,Somewhat harmful,3,0,Probably not,Probably not,Probably not,50,40,40,Somewhat harmful,4,5,Probably not,Probably not,Probably not,50,55,45,Slightly harmful,4,4,Probably not,Probably not,Probably yes,45,46,46,Slightly harmful,3,3,Probably not,Probably not,Probably not,60,50,40,Slightly harmful,3,3,Probably not,Probably not,Probably not,40,35,26,Slightly harmful,3,2,Probably not,Probably not,Probably not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Treat,0,0,0,0,1,1,0,0,0,3,3,1,1,0,0
R_7Enkqb5QVRrpyjT,14,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,60,40,10,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,60,0,0,Very harmful,0,0,Definitely not,Definitely not,Definitely not,40,20,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,65,30,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,30,10,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,70,40,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,14,Young Control,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0
R_1WUoGQYtbfD4On0,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,0,0,6,Very harmful,1,1,Definitely not,Definitely not,Definitely not,0,0,0,Somewhat harmful,1,1,Definitely not,Definitely not,Definitely not,7,6,0,Very harmful,1,1,Definitely not,Definitely not,Definitely not,0,0,0,Very harmful,0,0,Definitely not,Definitely not,Definitely not,20,6,8,Very harmful,1,1,Definitely not,Definitely not,Definitely not,0,2,5,Very harmful,1,1,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,,16,Old Treat,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0
R_5rP6K9ig4tBxGFm,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,4,NA,Somewhat harmful,NA,NA,I prefer not to answer,I prefer not to answer,I prefer not to answer,NA,NA,NA,I prefer not to answer,NA,NA,I prefer not to answer,I prefer not to answer,I prefer not to answer,NA,NA,NA,I prefer not to answer,NA,NA,I prefer not to answer,I prefer not to answer,I prefer not to answer,NA,NA,NA,I prefer not to answer,NA,NA,I prefer not to answer,I prefer not to answer,I prefer not to answer,NA,NA,NA,I prefer not to answer,NA,NA,I prefer not to answer,I prefer not to answer,I prefer not to answer,12,6,NA,I prefer not to answer,NA,NA,I prefer not to answer,I prefer not to answer,I prefer not to answer,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Control,0,0,1,0,1,1,1,0,0,3,3,1,1,0,0
R_5n6j3dJhyEIt64G,16,No,NA,NA,NA,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,29,18,20,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,19,13,13,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,8,12,12,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,20,13,15,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,7,9,8,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Treat,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
R_6CvTjQ1kmWp2Clz,14,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,21,25,4,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,36,45,35,Very harmful,1,0,Definitely not,Definitely not,Definitely not,62,63,43,Somewhat harmful,2,2,Definitely not,Definitely not,Probably not,0,0,13.501,0,44,32,59,Somewhat harmful,4,1,Definitely not,Definitely not,Definitely not,11.201,11.201,12.653,1,35,40,54,Very harmful,0,0,Definitely not,Definitely not,Definitely not,17,21,35,Extremely harmful,1,0,Definitely not,Definitely not,Definitely not,People vaping and exercising,People vaping,14,Old Control,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0
